"Contaminant","Authorization","Limit","Amount.Released","url","regulated_entity_name","physical_location","rn_number","city","county","event_type","event_began_date","event_began_time","based_on","event_ended_date","event_ended_time","cause","action_taken","emissions_estimation_method","potential_duplicate"
"Nitrogen oxide","NSR 48944","0","56.28 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266448","BIG LAKE TREATING FACILITY","6 MI EAST OF BIG LAKE ON US 67 THEN 1 MILE SOUTH","RN100217686","BIG LAKE"," REAGAN","EMISSIONS EVENT",2017-08-29,"11:47PM","INITIAL REPORT","08/30/2017","
		6:15AM
","Inlet gas was flared due to an increase in field pressure.","Flaring stopped once the field pressure decreased to normal operating parameters. The site's flare was maintained in constant operation during this event, flare pilots were monitored and no bypassing of the control device occurred.","Flaring emissions based upon metered gas volume, H2S gas analysis and event duration.  Calculations based upon TCEQ guidance document known as RG-109.",FALSE
"Sulfur dioxide","NSR 48944","0","713.91 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266448","BIG LAKE TREATING FACILITY","6 MI EAST OF BIG LAKE ON US 67 THEN 1 MILE SOUTH","RN100217686","BIG LAKE"," REAGAN","EMISSIONS EVENT",2017-08-29,"11:47PM","INITIAL REPORT","08/30/2017","
		6:15AM
","Inlet gas was flared due to an increase in field pressure.","Flaring stopped once the field pressure decreased to normal operating parameters. The site's flare was maintained in constant operation during this event, flare pilots were monitored and no bypassing of the control device occurred.","Flaring emissions based upon metered gas volume, H2S gas analysis and event duration.  Calculations based upon TCEQ guidance document known as RG-109.",FALSE
"Ethylene, gaseous","0","0","1090.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266454","UNION CARBIDE TEXAS CITY","KEY MAP 737M","RN100219351","TEXAS CITY"," GALVESTON","EMISSIONS EVENT",2017-08-29,"2:30PM","INITIAL REPORT","08/29/2017","
		5:12PM
","VA5’s flare was extinguished during a strong storm cell that was over Texas City Operations on Tuesday at 14:30 hours.","The flare was re-lit as soon as safely possible.","Engineering Calculations",FALSE
"CO","Permit 21101","77.52 LBS/HR","1900.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266458","CHEVRON PHILLIPS CHEMICAL PORT ARTHUR FACILITY","WEST OF PORT ARTHUR TEXAS ON STATE HWY 87 TOWARD SABINE PASS","RN100209857","PORT ARTHUR"," JEFFERSON","AIR SHUTDOWN",2017-08-30,"1:00AM","INITIAL REPORT","09/02/2017","
		1:00AM
","Site-wide shutdown due to impacts from a hurricane/tropical storm.","Units followed shutdown procedures which included minimization of flaring.","Emission estimates are based on historical process data.",FALSE
"Cyclohexane","Permit 21101 (as VOC)","166.26 LBS/HR","300.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266458","CHEVRON PHILLIPS CHEMICAL PORT ARTHUR FACILITY","WEST OF PORT ARTHUR TEXAS ON STATE HWY 87 TOWARD SABINE PASS","RN100209857","PORT ARTHUR"," JEFFERSON","AIR SHUTDOWN",2017-08-30,"1:00AM","INITIAL REPORT","09/02/2017","
		1:00AM
","Site-wide shutdown due to impacts from a hurricane/tropical storm.","Units followed shutdown procedures which included minimization of flaring.","Emission estimates are based on historical process data.",FALSE
"NOX","Permit 21101","15.21 LBS/HR","300.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266458","CHEVRON PHILLIPS CHEMICAL PORT ARTHUR FACILITY","WEST OF PORT ARTHUR TEXAS ON STATE HWY 87 TOWARD SABINE PASS","RN100209857","PORT ARTHUR"," JEFFERSON","AIR SHUTDOWN",2017-08-30,"1:00AM","INITIAL REPORT","09/02/2017","
		1:00AM
","Site-wide shutdown due to impacts from a hurricane/tropical storm.","Units followed shutdown procedures which included minimization of flaring.","Emission estimates are based on historical process data.",TRUE
"Other VOCs","Permit 21101","166.26 LBS/HR","500.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266458","CHEVRON PHILLIPS CHEMICAL PORT ARTHUR FACILITY","WEST OF PORT ARTHUR TEXAS ON STATE HWY 87 TOWARD SABINE PASS","RN100209857","PORT ARTHUR"," JEFFERSON","AIR SHUTDOWN",2017-08-30,"1:00AM","INITIAL REPORT","09/02/2017","
		1:00AM
","Site-wide shutdown due to impacts from a hurricane/tropical storm.","Units followed shutdown procedures which included minimization of flaring.","Emission estimates are based on historical process data.",FALSE
"Propane","Permit 21101 (as VOC)","166.26 LBS/HR","800.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266458","CHEVRON PHILLIPS CHEMICAL PORT ARTHUR FACILITY","WEST OF PORT ARTHUR TEXAS ON STATE HWY 87 TOWARD SABINE PASS","RN100209857","PORT ARTHUR"," JEFFERSON","AIR SHUTDOWN",2017-08-30,"1:00AM","INITIAL REPORT","09/02/2017","
		1:00AM
","Site-wide shutdown due to impacts from a hurricane/tropical storm.","Units followed shutdown procedures which included minimization of flaring.","Emission estimates are based on historical process data.",FALSE
"Propylene (Propene)","Permit 21101 (as VOC)","166.26 LBS/HR","1800.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266458","CHEVRON PHILLIPS CHEMICAL PORT ARTHUR FACILITY","WEST OF PORT ARTHUR TEXAS ON STATE HWY 87 TOWARD SABINE PASS","RN100209857","PORT ARTHUR"," JEFFERSON","AIR SHUTDOWN",2017-08-30,"1:00AM","INITIAL REPORT","09/02/2017","
		1:00AM
","Site-wide shutdown due to impacts from a hurricane/tropical storm.","Units followed shutdown procedures which included minimization of flaring.","Emission estimates are based on historical process data.",FALSE
"Acetylene","Permit 21101 (as VOC)","2933.17 LBS/HR","11.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266458","CHEVRON PHILLIPS CHEMICAL PORT ARTHUR FACILITY","WEST OF PORT ARTHUR TEXAS ON STATE HWY 87 TOWARD SABINE PASS","RN100209857","PORT ARTHUR"," JEFFERSON","AIR SHUTDOWN",2017-08-30,"1:00AM","INITIAL REPORT","09/02/2017","
		1:00AM
","Site-wide shutdown due to impacts from a hurricane/tropical storm.","Units followed shutdown procedures which included minimization of flaring.","Emission estimates are based on historical process data.",FALSE
"Benzene","Permit 21101 (as VOC)","139.54 LBS/HR","70.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266458","CHEVRON PHILLIPS CHEMICAL PORT ARTHUR FACILITY","WEST OF PORT ARTHUR TEXAS ON STATE HWY 87 TOWARD SABINE PASS","RN100209857","PORT ARTHUR"," JEFFERSON","AIR SHUTDOWN",2017-08-30,"1:00AM","INITIAL REPORT","09/02/2017","
		1:00AM
","Site-wide shutdown due to impacts from a hurricane/tropical storm.","Units followed shutdown procedures which included minimization of flaring.","Emission estimates are based on historical process data.",FALSE
"Butadiene, 1-3","Permit 21101 (as VOC)","2933.17 LBS/HR","70.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266458","CHEVRON PHILLIPS CHEMICAL PORT ARTHUR FACILITY","WEST OF PORT ARTHUR TEXAS ON STATE HWY 87 TOWARD SABINE PASS","RN100209857","PORT ARTHUR"," JEFFERSON","AIR SHUTDOWN",2017-08-30,"1:00AM","INITIAL REPORT","09/02/2017","
		1:00AM
","Site-wide shutdown due to impacts from a hurricane/tropical storm.","Units followed shutdown procedures which included minimization of flaring.","Emission estimates are based on historical process data.",TRUE
"Butene","Permit 21101 (as VOC)","2933.17 LBS/HR","80.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266458","CHEVRON PHILLIPS CHEMICAL PORT ARTHUR FACILITY","WEST OF PORT ARTHUR TEXAS ON STATE HWY 87 TOWARD SABINE PASS","RN100209857","PORT ARTHUR"," JEFFERSON","AIR SHUTDOWN",2017-08-30,"1:00AM","INITIAL REPORT","09/02/2017","
		1:00AM
","Site-wide shutdown due to impacts from a hurricane/tropical storm.","Units followed shutdown procedures which included minimization of flaring.","Emission estimates are based on historical process data.",FALSE
"CO","Permit 21101","3057.24 LBS/HR","11000.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266458","CHEVRON PHILLIPS CHEMICAL PORT ARTHUR FACILITY","WEST OF PORT ARTHUR TEXAS ON STATE HWY 87 TOWARD SABINE PASS","RN100209857","PORT ARTHUR"," JEFFERSON","AIR SHUTDOWN",2017-08-30,"1:00AM","INITIAL REPORT","09/02/2017","
		1:00AM
","Site-wide shutdown due to impacts from a hurricane/tropical storm.","Units followed shutdown procedures which included minimization of flaring.","Emission estimates are based on historical process data.",FALSE
"Ethylene (gaseous)","Permit 21101 (as VOC)","2933.17 LBS/HR","7000.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266458","CHEVRON PHILLIPS CHEMICAL PORT ARTHUR FACILITY","WEST OF PORT ARTHUR TEXAS ON STATE HWY 87 TOWARD SABINE PASS","RN100209857","PORT ARTHUR"," JEFFERSON","AIR SHUTDOWN",2017-08-30,"1:00AM","INITIAL REPORT","09/02/2017","
		1:00AM
","Site-wide shutdown due to impacts from a hurricane/tropical storm.","Units followed shutdown procedures which included minimization of flaring.","Emission estimates are based on historical process data.",FALSE
"Isobutane","Permit 21101 (as VOC)","2933.17 LBS/HR","60.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266458","CHEVRON PHILLIPS CHEMICAL PORT ARTHUR FACILITY","WEST OF PORT ARTHUR TEXAS ON STATE HWY 87 TOWARD SABINE PASS","RN100209857","PORT ARTHUR"," JEFFERSON","AIR SHUTDOWN",2017-08-30,"1:00AM","INITIAL REPORT","09/02/2017","
		1:00AM
","Site-wide shutdown due to impacts from a hurricane/tropical storm.","Units followed shutdown procedures which included minimization of flaring.","Emission estimates are based on historical process data.",FALSE
"NOX","Permit 21101","464.93 LBS/HR","1800.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266458","CHEVRON PHILLIPS CHEMICAL PORT ARTHUR FACILITY","WEST OF PORT ARTHUR TEXAS ON STATE HWY 87 TOWARD SABINE PASS","RN100209857","PORT ARTHUR"," JEFFERSON","AIR SHUTDOWN",2017-08-30,"1:00AM","INITIAL REPORT","09/02/2017","
		1:00AM
","Site-wide shutdown due to impacts from a hurricane/tropical storm.","Units followed shutdown procedures which included minimization of flaring.","Emission estimates are based on historical process data.",TRUE
"Other VOCs","Permit 21101","2933.17 LBS/HR","1000.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266458","CHEVRON PHILLIPS CHEMICAL PORT ARTHUR FACILITY","WEST OF PORT ARTHUR TEXAS ON STATE HWY 87 TOWARD SABINE PASS","RN100209857","PORT ARTHUR"," JEFFERSON","AIR SHUTDOWN",2017-08-30,"1:00AM","INITIAL REPORT","09/02/2017","
		1:00AM
","Site-wide shutdown due to impacts from a hurricane/tropical storm.","Units followed shutdown procedures which included minimization of flaring.","Emission estimates are based on historical process data.",FALSE
"Propane","Permit 21101 (as VOC)","2933.17 LBS/HR","1900.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266458","CHEVRON PHILLIPS CHEMICAL PORT ARTHUR FACILITY","WEST OF PORT ARTHUR TEXAS ON STATE HWY 87 TOWARD SABINE PASS","RN100209857","PORT ARTHUR"," JEFFERSON","AIR SHUTDOWN",2017-08-30,"1:00AM","INITIAL REPORT","09/02/2017","
		1:00AM
","Site-wide shutdown due to impacts from a hurricane/tropical storm.","Units followed shutdown procedures which included minimization of flaring.","Emission estimates are based on historical process data.",TRUE
"Propylene (Propene)","Permit 21101 (as VOC)","2933.17 LBS/HR","6000.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266458","CHEVRON PHILLIPS CHEMICAL PORT ARTHUR FACILITY","WEST OF PORT ARTHUR TEXAS ON STATE HWY 87 TOWARD SABINE PASS","RN100209857","PORT ARTHUR"," JEFFERSON","AIR SHUTDOWN",2017-08-30,"1:00AM","INITIAL REPORT","09/02/2017","
		1:00AM
","Site-wide shutdown due to impacts from a hurricane/tropical storm.","Units followed shutdown procedures which included minimization of flaring.","Emission estimates are based on historical process data.",FALSE
"VOC( unspeciated)","22433","1051.95 LBS/HR","2000.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266463","MARATHON PETROLEUM TEXAS CITY REFINERY","","RN100210608","TEXAS CITY"," GALVESTON","AIR STARTUP",2017-08-30,"7:00AM","INITIAL REPORT","09/13/2017","
		7:00AM
","Restart from Hurricane Harvey","Emissions will be controlled as required by our Startup, Shutdown, Malfunction Plan.","Emissions are based on engineering estimates.",FALSE
"VOC( unspeciated)","22433","1051.95 LBS/HR","2000.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266463","MARATHON PETROLEUM TEXAS CITY REFINERY","","RN100210608","TEXAS CITY"," GALVESTON","AIR STARTUP",2017-08-30,"7:00AM","INITIAL REPORT","09/13/2017","
		7:00AM
","Restart from Hurricane Harvey","Emissions will be controlled as required by our Startup, Shutdown, Malfunction Plan.","Emissions are based on engineering estimates.",TRUE
"Butadiene","22433","1051.95 LBS/HR","10.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266463","MARATHON PETROLEUM TEXAS CITY REFINERY","","RN100210608","TEXAS CITY"," GALVESTON","AIR STARTUP",2017-08-30,"7:00AM","INITIAL REPORT","09/13/2017","
		7:00AM
","Restart from Hurricane Harvey","Emissions will be controlled as required by our Startup, Shutdown, Malfunction Plan.","Emissions are based on engineering estimates.",FALSE
"Carbon Monoxide","22433","428.93 LBS/HR","10000.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266463","MARATHON PETROLEUM TEXAS CITY REFINERY","","RN100210608","TEXAS CITY"," GALVESTON","AIR STARTUP",2017-08-30,"7:00AM","INITIAL REPORT","09/13/2017","
		7:00AM
","Restart from Hurricane Harvey","Emissions will be controlled as required by our Startup, Shutdown, Malfunction Plan.","Emissions are based on engineering estimates.",FALSE
"Cis-2-butene","22433","1051.95 LBS/HR","500.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266463","MARATHON PETROLEUM TEXAS CITY REFINERY","","RN100210608","TEXAS CITY"," GALVESTON","AIR STARTUP",2017-08-30,"7:00AM","INITIAL REPORT","09/13/2017","
		7:00AM
","Restart from Hurricane Harvey","Emissions will be controlled as required by our Startup, Shutdown, Malfunction Plan.","Emissions are based on engineering estimates.",FALSE
"Ethane","22433","1051.95 LBS/HR","200.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266463","MARATHON PETROLEUM TEXAS CITY REFINERY","","RN100210608","TEXAS CITY"," GALVESTON","AIR STARTUP",2017-08-30,"7:00AM","INITIAL REPORT","09/13/2017","
		7:00AM
","Restart from Hurricane Harvey","Emissions will be controlled as required by our Startup, Shutdown, Malfunction Plan.","Emissions are based on engineering estimates.",FALSE
"Ethylene (gaseous)","22433","1051.95 LBS/HR","200.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266463","MARATHON PETROLEUM TEXAS CITY REFINERY","","RN100210608","TEXAS CITY"," GALVESTON","AIR STARTUP",2017-08-30,"7:00AM","INITIAL REPORT","09/13/2017","
		7:00AM
","Restart from Hurricane Harvey","Emissions will be controlled as required by our Startup, Shutdown, Malfunction Plan.","Emissions are based on engineering estimates.",TRUE
"Hydrofluoric acid","22433","0.0","200.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266463","MARATHON PETROLEUM TEXAS CITY REFINERY","","RN100210608","TEXAS CITY"," GALVESTON","AIR STARTUP",2017-08-30,"7:00AM","INITIAL REPORT","09/13/2017","
		7:00AM
","Restart from Hurricane Harvey","Emissions will be controlled as required by our Startup, Shutdown, Malfunction Plan.","Emissions are based on engineering estimates.",TRUE
"Isobutane","22433","1051.95 LBS/HR","10000.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266463","MARATHON PETROLEUM TEXAS CITY REFINERY","","RN100210608","TEXAS CITY"," GALVESTON","AIR STARTUP",2017-08-30,"7:00AM","INITIAL REPORT","09/13/2017","
		7:00AM
","Restart from Hurricane Harvey","Emissions will be controlled as required by our Startup, Shutdown, Malfunction Plan.","Emissions are based on engineering estimates.",TRUE
"Methane","22433","1051.95 LBS/HR","7000.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266463","MARATHON PETROLEUM TEXAS CITY REFINERY","","RN100210608","TEXAS CITY"," GALVESTON","AIR STARTUP",2017-08-30,"7:00AM","INITIAL REPORT","09/13/2017","
		7:00AM
","Restart from Hurricane Harvey","Emissions will be controlled as required by our Startup, Shutdown, Malfunction Plan.","Emissions are based on engineering estimates.",FALSE
"NOX","22433","282.9 LBS/HR","2000.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266463","MARATHON PETROLEUM TEXAS CITY REFINERY","","RN100210608","TEXAS CITY"," GALVESTON","AIR STARTUP",2017-08-30,"7:00AM","INITIAL REPORT","09/13/2017","
		7:00AM
","Restart from Hurricane Harvey","Emissions will be controlled as required by our Startup, Shutdown, Malfunction Plan.","Emissions are based on engineering estimates.",TRUE
"Propane","22433","1051.95 LBS/HR","5000.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266463","MARATHON PETROLEUM TEXAS CITY REFINERY","","RN100210608","TEXAS CITY"," GALVESTON","AIR STARTUP",2017-08-30,"7:00AM","INITIAL REPORT","09/13/2017","
		7:00AM
","Restart from Hurricane Harvey","Emissions will be controlled as required by our Startup, Shutdown, Malfunction Plan.","Emissions are based on engineering estimates.",FALSE
"Propylene","22433","1051.95 LBS/HR","500.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266463","MARATHON PETROLEUM TEXAS CITY REFINERY","","RN100210608","TEXAS CITY"," GALVESTON","AIR STARTUP",2017-08-30,"7:00AM","INITIAL REPORT","09/13/2017","
		7:00AM
","Restart from Hurricane Harvey","Emissions will be controlled as required by our Startup, Shutdown, Malfunction Plan.","Emissions are based on engineering estimates.",TRUE
"Trans-2-butene","22433","1051.95 LBS/HR","500.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266463","MARATHON PETROLEUM TEXAS CITY REFINERY","","RN100210608","TEXAS CITY"," GALVESTON","AIR STARTUP",2017-08-30,"7:00AM","INITIAL REPORT","09/13/2017","
		7:00AM
","Restart from Hurricane Harvey","Emissions will be controlled as required by our Startup, Shutdown, Malfunction Plan.","Emissions are based on engineering estimates.",TRUE
"butenes","22433","1051.95 LBS/HR","500.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266463","MARATHON PETROLEUM TEXAS CITY REFINERY","","RN100210608","TEXAS CITY"," GALVESTON","AIR STARTUP",2017-08-30,"7:00AM","INITIAL REPORT","09/13/2017","
		7:00AM
","Restart from Hurricane Harvey","Emissions will be controlled as required by our Startup, Shutdown, Malfunction Plan.","Emissions are based on engineering estimates.",TRUE
"VOC( unspeciated)","22433","1051.95 LBS/HR","2000.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266463","MARATHON PETROLEUM TEXAS CITY REFINERY","","RN100210608","TEXAS CITY"," GALVESTON","AIR STARTUP",2017-08-30,"7:00AM","INITIAL REPORT","09/13/2017","
		7:00AM
","Restart from Hurricane Harvey","Emissions will be controlled as required by our Startup, Shutdown, Malfunction Plan.","Emissions are based on engineering estimates.",TRUE
"VOC( unspeciated)","22433","1051.95 LBS/HR","2000.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266463","MARATHON PETROLEUM TEXAS CITY REFINERY","","RN100210608","TEXAS CITY"," GALVESTON","AIR STARTUP",2017-08-30,"7:00AM","INITIAL REPORT","09/13/2017","
		7:00AM
","Restart from Hurricane Harvey","Emissions will be controlled as required by our Startup, Shutdown, Malfunction Plan.","Emissions are based on engineering estimates.",TRUE
"Carbon Monoxide","22433","0.0","30000.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266463","MARATHON PETROLEUM TEXAS CITY REFINERY","","RN100210608","TEXAS CITY"," GALVESTON","AIR STARTUP",2017-08-30,"7:00AM","INITIAL REPORT","09/13/2017","
		7:00AM
","Restart from Hurricane Harvey","Emissions will be controlled as required by our Startup, Shutdown, Malfunction Plan.","Emissions are based on engineering estimates.",FALSE
"Nitrogen Oxides (NOx)","22433","0.0","20000.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266463","MARATHON PETROLEUM TEXAS CITY REFINERY","","RN100210608","TEXAS CITY"," GALVESTON","AIR STARTUP",2017-08-30,"7:00AM","INITIAL REPORT","09/13/2017","
		7:00AM
","Restart from Hurricane Harvey","Emissions will be controlled as required by our Startup, Shutdown, Malfunction Plan.","Emissions are based on engineering estimates.",FALSE
"Particulate Matter","22433","56.91 LBS/HR","10000.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266463","MARATHON PETROLEUM TEXAS CITY REFINERY","","RN100210608","TEXAS CITY"," GALVESTON","AIR STARTUP",2017-08-30,"7:00AM","INITIAL REPORT","09/13/2017","
		7:00AM
","Restart from Hurricane Harvey","Emissions will be controlled as required by our Startup, Shutdown, Malfunction Plan.","Emissions are based on engineering estimates.",TRUE
"Sulfur dioxide","22433","0.0","10000.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266463","MARATHON PETROLEUM TEXAS CITY REFINERY","","RN100210608","TEXAS CITY"," GALVESTON","AIR STARTUP",2017-08-30,"7:00AM","INITIAL REPORT","09/13/2017","
		7:00AM
","Restart from Hurricane Harvey","Emissions will be controlled as required by our Startup, Shutdown, Malfunction Plan.","Emissions are based on engineering estimates.",TRUE
"VOC( unspeciated)","22433","1051.95 LBS/HR","2000.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266463","MARATHON PETROLEUM TEXAS CITY REFINERY","","RN100210608","TEXAS CITY"," GALVESTON","AIR STARTUP",2017-08-30,"7:00AM","INITIAL REPORT","09/13/2017","
		7:00AM
","Restart from Hurricane Harvey","Emissions will be controlled as required by our Startup, Shutdown, Malfunction Plan.","Emissions are based on engineering estimates.",TRUE
"Ammonia","'No specific emissions authorizations for this facility'","0.0","500.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266463","MARATHON PETROLEUM TEXAS CITY REFINERY","","RN100210608","TEXAS CITY"," GALVESTON","AIR STARTUP",2017-08-30,"7:00AM","INITIAL REPORT","09/13/2017","
		7:00AM
","Restart from Hurricane Harvey","Emissions will be controlled as required by our Startup, Shutdown, Malfunction Plan.","Emissions are based on engineering estimates.",TRUE
"Benzene","22433","1051.95 LBS/HR","200.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266463","MARATHON PETROLEUM TEXAS CITY REFINERY","","RN100210608","TEXAS CITY"," GALVESTON","AIR STARTUP",2017-08-30,"7:00AM","INITIAL REPORT","09/13/2017","
		7:00AM
","Restart from Hurricane Harvey","Emissions will be controlled as required by our Startup, Shutdown, Malfunction Plan.","Emissions are based on engineering estimates.",TRUE
"Butane, N-","22433","1051.95 LBS/HR","5000.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266463","MARATHON PETROLEUM TEXAS CITY REFINERY","","RN100210608","TEXAS CITY"," GALVESTON","AIR STARTUP",2017-08-30,"7:00AM","INITIAL REPORT","09/13/2017","
		7:00AM
","Restart from Hurricane Harvey","Emissions will be controlled as required by our Startup, Shutdown, Malfunction Plan.","Emissions are based on engineering estimates.",TRUE
"Butane, i","22433","1051.95 LBS/HR","5000.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266463","MARATHON PETROLEUM TEXAS CITY REFINERY","","RN100210608","TEXAS CITY"," GALVESTON","AIR STARTUP",2017-08-30,"7:00AM","INITIAL REPORT","09/13/2017","
		7:00AM
","Restart from Hurricane Harvey","Emissions will be controlled as required by our Startup, Shutdown, Malfunction Plan.","Emissions are based on engineering estimates.",TRUE
"Butene","22433","1051.95 LBS/HR","1500.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266463","MARATHON PETROLEUM TEXAS CITY REFINERY","","RN100210608","TEXAS CITY"," GALVESTON","AIR STARTUP",2017-08-30,"7:00AM","INITIAL REPORT","09/13/2017","
		7:00AM
","Restart from Hurricane Harvey","Emissions will be controlled as required by our Startup, Shutdown, Malfunction Plan.","Emissions are based on engineering estimates.",FALSE
"C6+","22433","1051.95 LBS/HR","1000.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266463","MARATHON PETROLEUM TEXAS CITY REFINERY","","RN100210608","TEXAS CITY"," GALVESTON","AIR STARTUP",2017-08-30,"7:00AM","INITIAL REPORT","09/13/2017","
		7:00AM
","Restart from Hurricane Harvey","Emissions will be controlled as required by our Startup, Shutdown, Malfunction Plan.","Emissions are based on engineering estimates.",FALSE
"Carbon Monoxide","22433","428.93 LBS/HR","15000.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266463","MARATHON PETROLEUM TEXAS CITY REFINERY","","RN100210608","TEXAS CITY"," GALVESTON","AIR STARTUP",2017-08-30,"7:00AM","INITIAL REPORT","09/13/2017","
		7:00AM
","Restart from Hurricane Harvey","Emissions will be controlled as required by our Startup, Shutdown, Malfunction Plan.","Emissions are based on engineering estimates.",FALSE
"Cis-2-butene","22433","1051.95 LBS/HR","1000.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266463","MARATHON PETROLEUM TEXAS CITY REFINERY","","RN100210608","TEXAS CITY"," GALVESTON","AIR STARTUP",2017-08-30,"7:00AM","INITIAL REPORT","09/13/2017","
		7:00AM
","Restart from Hurricane Harvey","Emissions will be controlled as required by our Startup, Shutdown, Malfunction Plan.","Emissions are based on engineering estimates.",TRUE
